language,error_type,buggy_code,fixed_code,line_no
Java,MissingImport,ArrayList list = new ArrayList();,"import java.util.ArrayList;
ArrayList list = new ArrayList();",1.0
C++,UndeclaredIdentifier,cout << x;,"int x = 10;
cout << x;",1.0
C++,MissingInclude,int main() { cin >> x; return 0; },"#include <iostream>
using namespace std;
int main() { int x; cin >> x; return 0; }",1.0
Java,MissingDelimiter,return result,return result;,1.0
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Java,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
Python,MissingDelimiter,"class Person
    def __init__(self):
        pass","class Person:
    def __init__(self):
        pass",1.0
C,UnclosedString,"#include <stdio.h>
int main() {
    printf(""Hello, World!\n);
    return 0;
}",,
C++,MissingDelimiter,int y = 20,int y = 20;,1.0
Python,DivisionByZero,"a = 5
b = 0
c = a / b",,
Python,UndeclaredIdentifier,"df = pd.DataFrame(data)
print(df.head())",,
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1.0
Python,UnclosedString,"path = '/home/user/documents
open(path)",,
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Python,NoError,squares = [x**2 for x in range(10)],squares = [x**2 for x in range(10)],
Python,NoError,"message = ""Hello World""","message = ""Hello World""",
C,UnmatchedBracket,while (true { break; },while (true) { break; },1.0
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1.0
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,DivisionByZero,x = 100 / (5 - 5),"x = 100 / max(5 - 5, 1)",1.0
Python,DivisionByZero,"def calculate():
    denominator = 0
    return 68 / denominator",,
C,MissingInclude,"int main() { printf(""Hello""); return 0; }","#include <stdio.h>
int main() { printf(""Hello""); return 0; }",1.0
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
C,DuplicateDefinition,void func() {} void func() {},void func() {} void func2() {},1.0
Python,NoError,"try:
    with open('config.txt') as f:
        config = f.read()
except FileNotFoundError:
    config = '{}'",,
Java,MissingImport,ArrayList list = new ArrayList();,"import java.util.ArrayList;
ArrayList list = new ArrayList();",1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2.0
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Python,MissingDelimiter,"for i in range(16)
    print(i)",,
Java,InvalidAssignment,5 + 3 = result;,,
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,UnmatchedBracket,"nested = ((1 + 2) * (3 + 4)
print(nested)",,
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
C,DivisionByZero,"int x = 42;
int y = 0;
int mod = x % y;","int x = 42;
int y = 0;
int mod = (y != 0) ? x % y : 0;",3.0
C++,MissingDelimiter,return 0,return 0;,1.0
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1.0
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2.0
Python,ImportError,"import numpyy
numpyy.array([1,2])","import numpy
numpy.array([1,2])",1.0
Python,NoError,if x > 0:\n    print('positive'),if x > 0:\n    print('positive'),
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
C,MissingInclude,"int main() {
    srand(42);
    int r = rand();
    return 0;
}",,
Python,MissingImport,now = datetime.now(),"from datetime import datetime
now = datetime.now()",1.0
Python,NoError,"data = {'name': 'Alice', 'scores': [95, 87, 92]}
avg = sum(data['scores']) / len(data['scores'])
print(f""{data['name']}: {avg:.1f}"")",,
Python,MissingDelimiter,"def greet(name, age)
    print(f'Hello {name}')","def greet(name, age):
    print(f'Hello {name}')",1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1.0
C,InvalidAssignment,92 = x;,,
Python,DivisionByZero,"points_earned = 100
games_played = 0
ppg = points_earned / games_played","points_earned = 100
games_played = 0
ppg = points_earned / games_played if games_played > 0 else 0",3.0
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1.0
C,InvalidAssignment,NULL = value;,,
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1.0
Java,UnusedVariable,"int x = 10;
System.out.println(""Hi"");","System.out.println(""Hi"");",1.0
C++,UnmatchedBracket,"int main() {
  cout << ""Hi"";
","int main() {
  cout << ""Hi"";
}",2.0
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,NoError,"coordinates = (10, 20)","coordinates = (10, 20)",
Python,WildcardImport,from math import *,from math import sqrt,1.0
Java,InfiniteLoop,"public class Main {
    public static void main(String[] args) {
        int i = 0;
        while (i < 100) {
            System.out.println(i);
            i = i;
        }
    }
}",,
Python,NoError,"person = {'name': 'Alice', 'age': 30}","person = {'name': 'Alice', 'age': 30}",
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,NoError,y = 20,y = 20,
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Java,UnreachableCode,"public class Main {
    public static void process() {
        throw new RuntimeException();
        cleanup();
    }
}",,
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
C,MissingDelimiter,"printf(""Hello"")","printf(""Hello"");",1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1.0
Python,TypeMismatch,a = 28 / 'string',,
Python,InvalidAssignment,None = value,,
Python,MissingImport,"plt.plot([1,2,3])","import matplotlib.pyplot as plt
plt.plot([1,2,3])",1.0
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1.0
Python,NameError,"import math
result = math.squart(16)",,
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1.0
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1.0
C++,MissingDelimiter,"while (true) {
    break
}","while (true) {
    break;
}",2.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Java,DivisionByZero,int mod = 21 % 0;,,
Python,DuplicateDefinition,"PI = 3.14159
E = 2.71828
PI = 3.14",,
Python,WildcardImport,"from math import *
result = sqrt(16)",,
Java,TypeMismatch,"int x = ""5"" + 3;","int x = Integer.parseInt(""5"") + 3;",1.0
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C,TypeMismatch,"short s = 32000;
char c = s;","short s = 32000;
char c = (char)s;",2.0
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1.0
Python,MissingImport,data = json.loads('{}'),"import json
data = json.loads('{}')",1.0
Python,TypeMismatch,a = 90 / 'string',,
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 51 / denominator;
}",,
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
C,DivisionByZero,"double x = 99.0;
double y = 0.0;
double z = x / y;","double x = 99.0;
double y = 0.0;
double z = (y != 0) ? x / y : 0;",3.0
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,MissingDelimiter,"if condition
    do_something()","if condition:
    do_something()",1.0
Java,DivisionByZero,"int profit = 500;
int investment = 0;
int roi = profit / investment;","int profit = 500;
int investment = 0;
int roi = (investment > 0) ? profit / investment : 0;",3.0
Python,MissingImport,now = datetime.now(),"from datetime import datetime
now = datetime.now()",1.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
Java,MissingDelimiter,int x = 5,int x = 5;,1.0
Python,NoError,"def factorial(n):
    if n <= 1:
        return 1
    return n * factorial(n-1)",,
Python,WildcardImport,from math import *,from math import sqrt,1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
C++,UnmatchedBracket,for (auto i : vec { },for (auto i : vec) { },1.0
C++,MissingInclude,"cout << ""Hello"";","#include <iostream>
using namespace std;
cout << ""Hello"";",1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1.0
Java,TypeMismatch,boolean flag = 55;,,
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
Java,DivisionByZero,"int population = 5000;
int area = 0;
int density = population / area;","int population = 5000;
int area = 0;
int density = (area > 0) ? population / area : 0;",3.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C,InvalidAssignment,"""string"" = value;",,
C,MissingDelimiter,"long l = 1000000
short s = (short)l;","long l = 1000000;
short s = (short)l;",1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Java,MissingDelimiter,int x = 5,int x = 5;,1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
C,TypeMismatch,"double d = ""hello"";",,
Java,InfiniteLoop,"while (true) { System.out.println(""loop""); }","while (true) { System.out.println(""loop""); break; }",1.0
Python,MutableDefault,"def chain(val, chain=[]):
    chain.append(val)
    return chain",,
Java,DivisionByZero,"int hours = 40;
int days = 0;
int avg = hours / days;","int hours = 40;
int days = 0;
int avg = (days > 0) ? hours / days : 0;",3.0
C,MissingInclude,"int main() { scanf(""%d"", &x); return 0; }","#include <stdio.h>
int main() { int x; scanf(""%d"", &x); return 0; }",1.0
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3.0
Python,TypeMismatch,z = 'hello' * 'world',,
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
C++,MissingDelimiter,"cout << ""Hello""
cout << ""World"";","cout << ""Hello"";
cout << ""World"";",1.0
Java,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Python,MissingDelimiter,"with open('file.txt') as f
    data = f.read()",,
C++,DivisionByZero,int r = 75 / (c - c);,"int r = 75 / max(c - c, 1);",1.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
C++,TypeMismatch,"int x = 10;
float y = 3.5;
int z = x + y;","int x = 10;
float y = 3.5;
float z = x + y;",3.0
Java,UnclosedString,"String s = ""hello;","String s = ""hello"";",1.0
Python,TypeMismatch,"y = 50 + [1, 2, 3]",,
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1.0
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
C++,MissingInclude,"int main() {
    stack<int> s;
    s.push(1);
    return 0;
}",,
C,MissingDelimiter,"int sum = a + b
return sum;","int sum = a + b;
return sum;",1.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
Python,DivisionByZero,x = 100 / (5 - 5),"x = 100 / max(5 - 5, 1)",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
C,TypeMismatch,"int x = ""text"";","char* x = ""text"";",1.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Java,MissingDelimiter,int x = 5,int x = 5;,1.0
Java,DivisionByZero,"int a = 16;
int b = 0;
int c = a / b;",,
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3.0
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
C,DivisionByZero,"int a = 49;
int b = 0;
int c = a / b;",,
C++,UnclosedString,"cout << ""Hello;","cout << ""Hello"";",1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,MissingImport,result = math.sqrt(16),"import math
result = math.sqrt(16)",1.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
C,UnusedVariable,"int x = 10; printf(""Hi"");","printf(""Hi"");",1.0
Python,ImportError,"from wrongpackage import right_function
right_function()",,
Python,DivisionByZero,"a = 13
b = 0
c = a / b",,
C,InvalidAssignment,getValue() = result;,,
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2.0
C,TypeMismatch,"int x = ""text"";","char* x = ""text"";",1.0
Java,MissingDelimiter,return 48,,
Java,DivisionByZero,int result = 64 / 0;,,
Python,MutableDefault,"def batch(item, batch_size=10, batch=[]):
    batch.append(item)
    if len(batch) >= batch_size:
        return batch
    return []",,
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1.0
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1.0
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1.0
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
C,TypeMismatch,"int *p = NULL;
int val = p;","int *p = NULL;
int val = (p != NULL) ? *p : 0;",2.0
Python,UnreachableCode,"def safe_divide(a, b):
    if b == 0:
        raise ZeroDivisionError()
        return 0
    return a / b",,
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1.0
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1.0
Java,UnmatchedBracket,"public class Main {
    public static void main(String[] args) {
        System.out.println(""Hello"";
    }
}",,
C++,InvalidAssignment,"int main() {
    const int MAX = 100;
    MAX = 200;
    return 0;
}",,
Python,DivisionByZero,result = 10 / 0,result = 10 / 1  # Avoid division by zero,1.0
C,TypeMismatch,"int value = ""string"";",,
Python,TypeMismatch,"y = 83 + [1, 2, 3]",,
C++,NoError,"#include <iostream>\nusing namespace std;\nint add(int a, int b) {\n    return a + b;\n}\nint main() {\n    cout << add(5, 3) << endl;\n    return 0;\n}","#include <iostream>\nusing namespace std;\nint add(int a, int b) {\n    return a + b;\n}\nint main() {\n    cout << add(5, 3) << endl;\n    return 0;\n}",
C,UndeclaredIdentifier,"#include <stdio.h>
void process() {
    printf(""%s\n"", message);
}",,
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1.0
Python,NoError,result = 42,result = 42,
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
C,TypeMismatch,"double d = ""hello"";",,
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 85 / denominator;
}",,
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2.0
C,MissingDelimiter,break,,
Python,UnclosedString,"csv_line = str(id) + ',' + name + ',' + str(age) + '
writer.write(csv_line)",,
Python,DivisionByZero,"sum_val = 500
num_items = 0
mean = sum_val / num_items","sum_val = 500
num_items = 0
mean = sum_val / num_items if num_items > 0 else 0",3.0
C,InfiniteLoop,"int i = 0; while (i < 10) { printf(""%d"", i); }","int i = 0; while (i < 10) { printf(""%d"", i); i++; }",1.0
Java,MissingDelimiter,"double price = 19.99
return price;","double price = 19.99;
return price;",1.0
Python,InvalidAssignment,"max(a, b) = maximum",,
Python,MissingImport,os.path.exists('file'),"import os
os.path.exists('file')",1.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        String result = getName();
        System.out.println(result);
    }
}",,
C,UnmatchedBracket,"if (x > 5 { printf(""big""); }","if (x > 5) { printf(""big""); }",1.0
C++,NoError,"#include <iostream>\nusing namespace std;\nclass Dog {\npublic:\n    void bark() {\n        cout << ""Woof!"" << endl;\n    }\n};\nint main() {\n    Dog d;\n    d.bark();\n    return 0;\n}","#include <iostream>\nusing namespace std;\nclass Dog {\npublic:\n    void bark() {\n        cout << ""Woof!"" << endl;\n    }\n};\nint main() {\n    Dog d;\n    d.bark();\n    return 0;\n}",
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1.0
C++,DivisionByZero,"int pop = 5000;
int area = 0;
int dens = pop / area;","int pop = 5000;
int area = 0;
int dens = (area > 0) ? pop / area : 0;",3.0
C,DuplicateDefinition,int x = 5; int x = 10;,int x = 5; x = 10;,1.0
Python,MissingDelimiter,"def add(a, b)
    return a + b","def add(a, b):
    return a + b",1.0
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2.0
Python,IndentationError,"with open('file.txt') as f:
data = f.read()",,
C,MissingDelimiter,break,,
C,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
Python,MissingImport,df = pd.DataFrame(),"import pandas as pd
df = pd.DataFrame()",1.0
Python,DivisionByZero,"result = 71 / 0
print(result)",,
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1.0
C++,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Java,UnusedVariable,"public class Main {
    public static int compute(int x) {
        int temp = x * 2;
        int result = x + 1;
        return result;
    }
}",,
C,UnreachableCode,"int getValue() {
    return 42;
    printf(""done\n"");
}",,
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1.0
Python,MissingDelimiter,"for i in range(16)
    print(i)",,
C,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,InvalidAssignment,1 = x,,
C,DuplicateDefinition,void func() {} void func() {},void func() {} void func2() {},1.0
Python,UnreachableCode,"while True:
    break
    do_work()",,
C,DivisionByZero,double result = 9.0 / 0.0;,,
Python,ImportError,"import numppy
arr = numppy.zeros(10)",,
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,ImportError,from datetime import datetimee,from datetime import datetime,1.0
Python,MissingImport,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1.0
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1.0
Python,InvalidAssignment,None = result,,
Java,NoError,public class Main {\n    public static void main(String[] args) {\n        int i = 0;\n        while (i < 5) {\n            System.out.println(i);\n            i++;\n        }\n    }\n},public class Main {\n    public static void main(String[] args) {\n        int i = 0;\n        while (i < 5) {\n            System.out.println(i);\n            i++;\n        }\n    }\n},
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2.0
C,DivisionByZero,int result = 91 / 0;,,
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
Java,InvalidAssignment,5 = x;,x = 5;,1.0
C,DuplicateDefinition,void func() {} void func() {},void func() {} void func2() {},1.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Python,DuplicateDefinition,"class Database:
    def connect(self):
        pass
    def query(self):
        pass
    def connect(self):
        return True",,
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Python,NameError,print(name),"name = 'John'
print(name)",1.0
C++,DuplicateDefinition,"int add() { return 1; }
int add() { return 2; }",int add() { return 1; },2.0
C++,UnclosedString,"string s = ""hello;","string s = ""hello"";",1.0
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1.0
C,DivisionByZero,"int profit = 500;
int invest = 0;
int roi = profit / invest;","int profit = 500;
int invest = 0;
int roi = (invest > 0) ? profit / invest : 0;",3.0
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1.0
Java,DivisionByZero,"int score = 85;
int tests = 0;
int percent = (score / tests) * 100;","int score = 85;
int tests = 0;
int percent = (tests > 0) ? (score / tests) * 100 : 0;",3.0
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1.0
Python,DivisionByZero,"price = 100
quantity = 0
unit_price = price / quantity","price = 100
quantity = 0
unit_price = price / quantity if quantity > 0 else 0",3.0
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1.0
Java,MissingDelimiter,int x = 10,int x = 10;,1.0
Java,TypeMismatch,"double rate = 5.5;
int percentage = rate * 100;","double rate = 5.5;
int percentage = (int)(rate * 100);",2.0
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1.0
C,InvalidAssignment,getValue() = result;,,
C,InfiniteLoop,"#include <stdio.h>
int main() {
    while (1) {
        printf(""forever\n"");
    }
    return 0;
}",,
Java,NoError,"public class Main {\n    public static void main(String[] args) {\n        String name = ""Alice"";\n        System.out.println(""Hello "" + name);\n    }\n}","public class Main {\n    public static void main(String[] args) {\n        String name = ""Alice"";\n        System.out.println(""Hello "" + name);\n    }\n}",
C,MissingDelimiter,i++,,
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
C,MissingDelimiter,"if (x > 5) {
    result = 1
}","if (x > 5) {
    result = 1;
}",2.0
Java,DivisionByZero,double result = 13.0 / 0.0;,,
Python,ImportError,"import numpyy
numpyy.array([1,2])","import numpy
numpy.array([1,2])",1.0
Java,MissingDelimiter,"boolean flag = false
if (flag) { }","boolean flag = false;
if (flag) { }",1.0
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1.0
Python,MissingImport,os.path.exists('file'),"import os
os.path.exists('file')",1.0
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1.0
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1.0
Python,ImportError,"import pandass
pandass.DataFrame()","import pandas
pandas.DataFrame()",1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
Python,MutableDefault,"def index(word, positions=[]):
    positions.append(word)
    return positions",,
C,MissingDelimiter,continue,,
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Java,InvalidAssignment,5 = x;,int x = 5;,1.0
Python,InfiniteLoop,"index = 0
while index < len(items):
    print(items[index])",,
Python,NoError,"import json
with open('data.json') as f:
    data = json.load(f)
print(data)",,
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1.0
C++,MissingInclude,"cout << ""Hello"";","#include <iostream>
using namespace std;
cout << ""Hello"";",1.0
Java,DivisionByZero,"double x = 99.0;
double y = 0.0;
double z = x % y;","double x = 99.0;
double y = 0.0;
double z = (y != 0) ? x % y : 0;",3.0
Python,TypeMismatch,b = True + 'false',,
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1.0
Java,TypeMismatch,"boolean flag = ""true"";
if (flag) { System.out.println(""OK""); }","boolean flag = true;
if (flag) { System.out.println(""OK""); }",1.0
C++,MissingDelimiter,"for (int i = 0; i < 10; i++) {
    count++
}","for (int i = 0; i < 10; i++) {
    count++;
}",2.0
C++,MissingDelimiter,"float f = 3.14f
double d = 2.5;","float f = 3.14f;
double d = 2.5;",1.0
Java,UnclosedString,"System.out.println(""test);","System.out.println(""test"");",1.0
C,MissingDelimiter,"printf(""Hello"")","printf(""Hello"");",1.0
C++,UnmatchedBracket,for (auto i : vec { },for (auto i : vec) { },1.0
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1.0
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1.0
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3.0
Python,TypeMismatch,"val = '42'
if val % 2 == 0:
    print('Even')","val = 42
if val % 2 == 0:
    print('Even')",2.0
C,TypeMismatch,char c = 49.5;,,
C,DivisionByZero,int result = 17 / 0;,,
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Python,InvalidAssignment,5 = x,x = 5,1.0
C,InfiniteLoop,while (1) { },while (1) { break; },1.0
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1.0
Python,InvalidAssignment,'string' = value,,
C++,MissingDelimiter,int z = 30,int z = 30;,1.0
C++,DivisionByZero,int r = 75 / (c - c);,"int r = 75 / max(c - c, 1);",1.0
Java,DivisionByZero,"int cost = 200;
int items = 0;
int cpi = cost / items;","int cost = 200;
int items = 0;
int cpi = (items > 0) ? cost / items : 0;",3.0
C,TypeMismatch,"float price = 19.99;
char display = price;","float price = 19.99;
int display = (int)price;",2.0
