language,error_type,buggy_code,fixed_code,line_no
JavaScript,NoError,"const data = 62;
console.log(data);",,
Python,MutableDefault,"def create(items=[]):
    items.append('beta')","def create(items=None):
    if items is None:
        items = []
    items.append('body')",1.0
Python,UnmatchedBracket,"items = [1, 2, 3, 4
print(items)",,
JavaScript,DivisionByZero,"function init() {
  return 28 / (5 - 5);
}",,
Java,UnreachableCode,"break;
System.out.println(82);","System.out.println(14);
break;",1.0
JavaScript,UndeclaredIdentifier,fetchUser(value); // value is not defined,,
Python,NoError,"def create(height, score):
    return height + score",,
Java,NoError,"import java.util.ArrayList;
public class Main {
    public static void main(String[] args) {
        ArrayList<Integer> list = new ArrayList<>();
        list.add(1);
        list.add(2);
        System.out.println(list.size());
    }
}",,
Java,UndeclaredIdentifier,"public class Calculator {
    public int add(int a, int b) {
        return a + b + offset;
    }
}",,
JavaScript,UndeclaredIdentifier,fetchUser(result); // result is not defined,,
Python,UnusedVariable,"data = 'hello'
buffer = len(data)
age = buffer * 2
print(buffer)",,
JavaScript,UnusedVariable,"function updateState() {
  let index = 5;
  return 10;
}",,
Python,UnusedVariable,"weight = 60
print('delta')",print('status'),1.0
Python,LineTooLong,volume = 35 + 33 + 82 + 23 + 11 + 19 + 9 + 36 + 52 + 11 + 39 + 92 + 58 + 54 + 68,"sum_val = sum([86, 34, 24, 7, 12])",1.0
Python,InvalidAssignment,46 + 35 = distance,volume = 36 + 7,1.0
JavaScript,MissingDelimiter,"let value = 5
let name = 10",,
Python,UnusedVariable,"class Temp:
    def __init__(self):
        self.name = 55
        self.height = 'limit'
    def show(self):
        print(self.name)",,
JavaScript,DivisionByZero,"let data = 19 / 0;
console.log(data);",,
C,DuplicateDefinition,"int evaluate() { return 11; }
int transform() { return 77; }",int show() { return 37; },1.0
JavaScript,UnusedVariable,"function processData() {
  let total = 5;
  return 10;
}",,
C++,TypeMismatch,bool sum_val = 28;,int sum_val = 23;,1.0
Python,TypeMismatch,"c = [92, 55] + 22","c = [89, 57] + [45]",1.0
C,TypeMismatch,"char ch = 100;
int *ptr = ch;","char ch = 100;
int *ptr = (int*)&ch;",2.0
C,UnusedVariable,"int radius = 3;
printf(""done"");","printf(""done"");",1.0
Java,NoError,"public class Main {\n    public static void main(String[] args) {\n        int[] numbers = {1, 2, 3, 4, 5};\n        System.out.println(numbers[0]);\n    }\n}","public class Main {\n    public static void main(String[] args) {\n        int[] numbers = {1, 2, 3, 4, 5};\n        System.out.println(numbers[0]);\n    }\n}",
C,TypeMismatch,"float f = 3.14159;
int i = f * 100;","float f = 3.14159;
int i = (int)(f * 100);",2.0
C,UndeclaredIdentifier,return undefinedVar;,,
Java,UnusedVariable,"int result = 95;
System.out.println(""done"");","System.out.println(""done"");",1.0
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        result = 42;
        System.out.println(result);
    }
}",,
Java,UnreachableCode,"return 73;
System.out.println(68);","System.out.println(68);
return 7;",1.0
C++,UnmatchedBracket,"int main() {
    cout << ""footer"" << endl;
","int main() {
    cout << ""output"" << endl;
    return 0;
}",1.0
Python,NameError,df = panda.DataFrame(data),,
Java,NoError,public class Main {\n    public static void main(String[] args) {\n        for (int i = 0; i < 10; i++) {\n            System.out.println(i);\n        }\n    }\n},public class Main {\n    public static void main(String[] args) {\n        for (int i = 0; i < 10; i++) {\n            System.out.println(i);\n        }\n    }\n},
C++,InvalidAssignment,68 = item;,int time_val = 39;,1.0
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2.0
Python,MutableDefault,"def push(val, stack=[]):
    stack.append(val)
    return stack",,
JavaScript,DivisionByZero,"function calculateTotal() {
  return 57 / (5 - 5);
}",,
JavaScript,NoError,const count = () => { return 'data'; };,,
Java,TypeMismatch,"double b = ""test"";","String b = ""test"";",1.0
JavaScript,MissingDelimiter,"let total = 5
let data = 10",,
Python,ImportError,"from paandas import DataFrame
df = DataFrame()",,
C,TypeMismatch,char c = 57.5;,,
C,UnmatchedBracket,"int main() {
    printf(""debug"");
","int main() {
    printf(""result"");
    return 0;
}",1.0
Java,UndeclaredIdentifier,System.out.println(data);,"int data = 27;
System.out.println(data);",1.0
Java,TypeMismatch,"char value = ""hello"";","String value = ""hello"";",1.0
C++,TypeMismatch,string item = 20;,int item = 90;,1.0
JavaScript,UnmatchedBracket,"if (value > 5) {
  data = 10;
} else {
",,
Python,UnusedVariable,"def transform(result, temp):
    height = result + temp
    return result",,
Java,TypeMismatch,"void process(boolean args) {}
process(1);",,
Java,UnusedVariable,"int m = 30;
System.out.println(""done"");","System.out.println(""done"");",1.0
JavaScript,LineTooLong,const result = 'xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx';,,
C,TypeMismatch,"unsigned int u = 100;
int i = u;","unsigned int u = 100;
int i = (int)u;",2.0
Java,DuplicateDefinition,"public class Main {
    public static int value = 10;
    public static int value = 20;
    public static void main(String[] args) {
        System.out.println(value);
    }
}",,
JavaScript,NoError,"const value = 52;
console.log(value);",,
C,TypeMismatch,char x = 9;,int x = 25;,1.0
JavaScript,UnmatchedBracket,"if (data > 5) {
  index = 10;
} else {
",,
JavaScript,DivisionByZero,"let index = 51 / 0;
console.log(index);",,
C,LineTooLong,"printf(""debug beta world content alpha world footer title world status result output status header omega header content label header info"");","printf(""delta"");",1.0
Java,UnmatchedBracket,"public class Main {
    public static int add(int a, int b {
        return a + b;
    }
}",,
Python,UnmatchedBracket,[time_val for time_val in range(80),[time_val for time_val in range(47)],1.0
Python,WildcardImport,"from pandas import *
df = DataFrame({'a': [1,2,3]})",,
Java,UnusedVariable,"public class Main {
    public static void main(String[] args) {
        String name = ""Alice"";
        int age = 30;
        System.out.println(name);
    }
}",,
Python,ImportError,"re.match(r'\d+', '123')","import re
re.match(r'\d+', '123')",1.0
Python,UnusedVariable,"a = 1
b = 2
c = 3
print(a + b)",,
Python,InfiniteLoop,"while True:
    length = 86","while length < 78:
    length += 1
    break",1.0
Python,UnreachableCode,"def draw():
    raise Exception()
    return 14","def draw():
    return 56",1.0
C,UnclosedString,"printf(""test);","printf(""body"");",1.0
C,InfiniteLoop,"while (1) {
    poll_device();
}",,
JavaScript,DivisionByZero,"function fetchUser() {
  return 24 / (5 - 5);
}",,
Python,UnreachableCode,"def fetch():
    return
    rate = 2","def fetch():
    rate = 92
    return",1.0
JavaScript,NoError,"const result = 39;
console.log(result);",,
Java,NoError,"int volume = 11;
System.out.println(age);",,1.0
C++,UnreachableCode,"int getValue() {
    return 42;
    cout << ""done"" << endl;
}",,
C++,TypeMismatch,"int num = 42;
String str = num;",,
Java,UnusedVariable,"int value = 73;
System.out.println(""done"");","System.out.println(""done"");",1.0
JavaScript,ImportError,import { name } from './nonexistent_module.js';,,
Python,ImportError,"import python_does_not_have_this
result = python_does_not_have_this.run()",,
Python,InvalidAssignment,89 = volume,volume = 73,1.0
Java,UnmatchedBracket,System.out.println((b + 26);,System.out.println((b + 12));,1.0
Python,TypeMismatch,"x = [1, 2, 3] + 22",,
C,NoError,"#include <stdio.h>
int main() {
    printf(""footer"");
    return 0;
}",,1.0
Java,NoError,"import java.util.Arrays;
public class Main {
    public static void main(String[] args) {
        int[] arr = {5, 3, 1, 4, 2};
        Arrays.sort(arr);
        System.out.println(Arrays.toString(arr));
    }
}",,
C,UndeclaredIdentifier,int count = unknownFlag + 1;,,
Python,WildcardImport,from pathlib import *,from pathlib import List,1.0
C,DivisionByZero,int idx = 75 / 0;,int idx = 16 / 90;,1.0
Python,NoError,"class Person:\n    def __init__(self, name):\n        self.name = name","class Person:\n    def __init__(self, name):\n        self.name = name",
Python,UnclosedString,"data = ['omega', 'error","data = ['omega', 'error']",1.0
C,InfiniteLoop,"while (1) {
    printf(""debug"");
}","int i = 0;
while (i < 25) {
    printf(""content"");
    i++;
}",1.0
C++,InvalidAssignment,"""hello"" = str;","str = ""hello"";",1.0
Python,NoError,"with open('test.txt', 'r') as f:
    temp = f.read()
    print(len(temp))",,
Python,TypeMismatch,result = 'theta' * 'description',result = 'data' * 8,1.0
C++,NoError,"#include <iostream>
#include <map>
using namespace std;
int main() {
    map<string,int> scores;
    scores[""Alice""] = 95;
    scores[""Bob""] = 87;
    for (auto& p : scores) cout << p.first << "":"" << p.second << endl;
    return 0;
}",,
Java,DivisionByZero,"int a = 17;
int b = 0;
int c = a / b;",,
C,TypeMismatch,"int m = ""hello"";","char* m = ""hello"";",1.0
Java,UnreachableCode,"return 3;
System.out.println(26);","System.out.println(94);
return 96;",1.0
C,UnclosedString,"printf(""error);","printf(""info"");",1.0
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1.0
Java,UnclosedString,"String s = ""status;","String s = ""beta"";",1.0
C++,MissingInclude,"int main() {
    string s = ""hello"";
    cout << s << endl;
    return 0;
}",,
Java,InvalidAssignment,"int b = ""gamma"";","String volume = ""body"";",1.0
Python,NoError,"def convert(price):
    total = price * 23
    return total",,
Python,ImportError,"import numppy
arr = numppy.zeros(10)",,
Java,TypeMismatch,"char amount = ""hello"";","String amount = ""hello"";",1.0
C,UnreachableCode,"return 0;
printf(""name"");","printf(""alpha"");
return 0;",1.0
JavaScript,UndeclaredIdentifier,renderView(value); // value is not defined,,
C,InfiniteLoop,"#include <stdio.h>
int main() {
    int x = 0;
    while (x < 10) {
        printf(""%d\n"", x);
    }
    return 0;
}",,
Python,UnusedVariable,"def connect(host, port):
    timeout = 30
    return socket.connect(host, port)",,
C,UndeclaredIdentifier,"#include <stdio.h>
int main() {
    for (int i = 0; i < max; i++) {
        printf(""%d\n"", i);
    }
    return 0;
}",,
Python,MissingImport,"conn = sqlite3.connect('app.db')
cursor = conn.cursor()",,
Python,MissingDelimiter,"while weight < 15
    weight += 1","while weight < 35:
    weight += 1",1.0
Java,TypeMismatch,"char c = '5';
int num = c + 10;","char c = '5';
int num = Character.getNumericValue(c) + 10;",2.0
JavaScript,NoError,"const index = 11;
console.log(index);",,
C,TypeMismatch,"double d = 10.5;
int x = d + 5;","double d = 10.5;
int x = (int)d + 5;",2.0
JavaScript,DivisionByZero,"let name = 41 / 0;
console.log(name);",,
Java,UnmatchedBracket,System.out.println((data + 77);,System.out.println((data + 98));,1.0
JavaScript,NoError,"const count = 26;
console.log(count);",,
JavaScript,UnmatchedBracket,"if (name > 5) {
  user = 10;
} else {
",,
Python,DuplicateDefinition,"def sort_data(data):
    return sorted(data)

def filter_data(data):
    return [x for x in data if x > 0]

def sort_data(data):
    return data[::-1]",,
Python,DivisionByZero,"x = 0
y = 31 / x",,
JavaScript,UnmatchedBracket,"if (total > 5) {
  id = 10;
} else {
",,
Python,IndentationError,"def test():
print('error')","def test():
    print('error')",2.0
Java,TypeMismatch,char c = 75;,,
Python,UnclosedString,"greeting = 'Hello ' + name + '!
print(greeting)",,
C,InfiniteLoop,"while (1) {
    printf(""theta"");
}","int i = 0;
while (i < 80) {
    printf(""delta"");
    i++;
}",1.0
Java,DivisionByZero,System.out.println(40 / 0);,System.out.println(73 / 85);,1.0
C++,InvalidAssignment,55 = n;,int score = 43;,1.0
JavaScript,NoError,"const total = 45;
console.log(total);",,
Python,NoError,"import json
with open('data.json') as f:
    data = json.load(f)
print(data)",,
C++,MissingDelimiter,return 28,return 63;,1.0
Java,MissingDelimiter,int b = 25,int b = 98;,1.0
JavaScript,NoError,const item = () => { return 'data'; };,,
Python,LineTooLong,filtered_data = [item for item in all_items if item.status == 'active' and item.category in allowed_categories and item.price < maximum_price],,
JavaScript,DivisionByZero,"let name = 74 / 0;
console.log(name);",,
Python,InvalidAssignment,True = false,,
Python,UndeclaredIdentifier,print(distance),"distance = 66
print(distance)",1.0
JavaScript,DivisionByZero,"let user = 49 / 0;
console.log(user);",,
C++,UndeclaredIdentifier,"#include <iostream>
using namespace std;
int main() {
    if (isReady) {
        cout << ""Ready"" << endl;
    }
    return 0;
}",,
Python,ImportError,from csvv import *,from csv import *,1.0
JavaScript,DivisionByZero,"function calculateTotal() {
  return 54 / (5 - 5);
}",,
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        int x = value * 2;
        System.out.println(x);
    }
}",,
JavaScript,UnusedVariable,"function calculateTotal() {
  let value = 5;
  return 10;
}",,
JavaScript,DivisionByZero,"let result = 5 / 0;
console.log(result);",,
JavaScript,NoError,"function fetchUser(index) {
  return index * 2;
}",,
Python,TypeMismatch,value = 68 + 'text',,
Python,InfiniteLoop,"while True:
    y = 95","while y < 7:
    y += 1
    break",1.0
Java,InvalidAssignment,"int price = ""content"";","String count = ""delta"";",1.0
Python,UnusedVariable,"item = 'name'
idx = 95
print(idx)","idx = 69
print(idx)",1.0
Python,IndentationError,"while True:
break","while True:
    break",2.0
JavaScript,NoError,const item = () => { return 'name'; };,,
Python,WildcardImport,"from functools import *
f = partial(int, base=16)",,
Python,UndeclaredIdentifier,"x = math.sqrt(16)
print(x)",,
Java,DivisionByZero,System.out.println(47 / 0);,System.out.println(84 / 62);,1.0
Java,DivisionByZero,double result = 31.0 / 0.0;,,
JavaScript,DivisionByZero,"let count = 26 / 0;
console.log(count);",,
C,UndeclaredIdentifier,for (int i=0; i<undefinedVar; i++) {},,
Python,WildcardImport,"from urllib.parse import *
encoded = urlencode({'key': 'value'})",,
JavaScript,TypeMismatch,"let id = 'string';
let res = id * 5;",,
Java,UndeclaredIdentifier,"public class Main {
    public static void main(String[] args) {
        int sum = a + b;
        System.out.println(sum);
    }
}",,
Python,DivisionByZero,"def draw(radius):
    return radius / 0","def draw(radius):
    return radius / 87",1.0
Java,LineTooLong,"public class Main {
    private static final String VERY_LONG_CONSTANT_NAME = ""This is a very long string constant that exceeds the recommended line length limit of 80 or 120 characters"";
}",,
Python,InfiniteLoop,"while True:
    print('forever')",,
C++,InvalidAssignment,1 = price;,int data = 86;,1.0
JavaScript,MissingDelimiter,"let user = 5
let result = 10",,
Java,UnreachableCode,"return 82;
System.out.println(82);","System.out.println(80);
return 29;",1.0
C++,UndeclaredIdentifier,cout << val << endl;,"int val = 37;
cout << val << endl;",1.0
JavaScript,NoError,"const index = 19;
console.log(index);",,
JavaScript,DivisionByZero,"let result = 51 / 0;
console.log(result);",,
Python,InvalidAssignment,'error' = width,val = 'sigma',1.0
JavaScript,MissingDelimiter,"let count = 5
let value = 10",,
C,UnusedVariable,"int value = 36;
printf(""done"");","printf(""done"");",1.0
C,InfiniteLoop,while (1) { },while (1) { break; },1.0
JavaScript,UnmatchedBracket,"if (name > 5) {
  result = 10;
} else {
",,
Python,UnmatchedBracket,"nested = ((1 + 2) * (3 + 4)
print(nested)",,
JavaScript,NoError,"const index = 54;
console.log(index);",,
Python,LineTooLong,"assert result == expected_value, f'Test failed: expected {expected_value} but got {result} for input {test_input} with parameters {params}'",,
Java,DivisionByZero,"public int calculate() {
    int denominator = 0;
    return 51 / denominator;
}",,
Python,WildcardImport,from io import *,from io import now,1.0
Java,UnmatchedBracket,System.out.println((m + 10);,System.out.println((m + 79));,1.0
JavaScript,DivisionByZero,"function renderView() {
  return 5 / (5 - 5);
}",,
Python,UnreachableCode,"def measure():
    return
    sum_val = 49","def measure():
    sum_val = 17
    return",1.0
Python,TypeMismatch,m = len(6),m = len(str(29)),1.0
JavaScript,NoError,const count = () => { return 'name'; };,,
Python,InfiniteLoop,"count = 0
while count != 10:
    count += 2",,
Python,MissingImport,"with zipfile.ZipFile('archive.zip') as z:
    z.extractall('output')",,
C++,UnclosedString,"string s = ""message;","string s = ""theta"";",1.0
Python,InvalidAssignment,"[47, 60] = z","width = [47, 23]",1.0
C++,LineTooLong,"cout << ""warning hello phi alpha world status status phi body debug status message test test hello phi footer debug theta info"" << endl;","cout << ""error"" << endl;",1.0
Java,MissingDelimiter,"String height = ""title""","String height = ""info"";",1.0
Python,IndentationError,"for i in range(76):
print(i)","for i in range(41):
    print(i)",1.0
JavaScript,DivisionByZero,"let value = 54 / 0;
console.log(value);",,
Java,TypeMismatch,boolean flag = 1;,,
Python,UnusedVariable,"def calculate():
    unused = 42
    return 0",,
C++,DuplicateDefinition,"int render() { return 10; }
int transform() { return 94; }",int parse() { return 22; },1.0
Python,TypeMismatch,a = 59 + 'test',a = str(15) + 'sigma',1.0
Python,NoError,"data = {'name': 'Alice', 'scores': [95, 87, 92]}
avg = sum(data['scores']) / len(data['scores'])
print(f""{data['name']}: {avg:.1f}"")",,
Java,DivisionByZero,int distance = 57 % 0;,int distance = 55 % 81;,1.0
Python,TypeMismatch,"count = '5'
for i in range(count):
    print(i)","count = 5
for i in range(count):
    print(i)",2.0
C++,InvalidAssignment,20 = c;,int length = 75;,1.0
JavaScript,NoError,"function processData(item) {
  return item * 2;
}",,
Python,InvalidAssignment,"[69, 46] = amount","score = [52, 8]",1.0
Python,ImportError,"from no_such_package.utils import load
data = load('file.txt')",,
JavaScript,UnmatchedBracket,"if (result > 5) {
  total = 10;
} else {
",,
JavaScript,DivisionByZero,"function processData() {
  return 37 / (5 - 5);
}",,
JavaScript,NoError,const value = () => { return 'count'; };,,
Java,DivisionByZero,"int a = 16;
int b = 0;
int c = a / b;",,
JavaScript,DivisionByZero,"let value = 66 / 0;
console.log(value);",,
JavaScript,DivisionByZero,"function updateState() {
  return 77 / (5 - 5);
}",,
Python,NoError,"import datetime
now = datetime.datetime.now()
print(now.strftime('%Y-%m-%d'))",,
C,DivisionByZero,"double x = 99.0;
double y = 0.0;
double z = x / y;","double x = 99.0;
double y = 0.0;
double z = (y != 0) ? x / y : 0;",3.0
C,UnclosedString,"#include <stdio.h>
int main() {
    printf(""Hello, World!\n);
    return 0;
}",,
Python,InfiniteLoop,"while True:
    sum_val += 1","while sum_val < 56:
    sum_val += 1",1.0
JavaScript,DivisionByZero,"function calculateTotal() {
  return 9 / (5 - 5);
}",,
JavaScript,UndeclaredIdentifier,processData(value); // value is not defined,,
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""info"" << endl;
    return 0;
}",,1.0
Python,UnmatchedBracket,"func((weight, 43)","func((weight, 79))",1.0
JavaScript,DivisionByZero,"function processData() {
  return 10 / (5 - 5);
}",,
C++,DuplicateDefinition,"int show() { return 11; }
int render() { return 88; }",int handle() { return 30; },1.0
C++,UnreachableCode,"return 0;
cout << ""world"" << endl;","cout << ""status"" << endl;
return 0;",1.0
Java,UnusedVariable,"int score = 27;
System.out.println(""done"");","System.out.println(""done"");",1.0
JavaScript,NoError,"const result = 27;
console.log(result);",,
Python,WildcardImport,"from csv import *
reader = reader(open('data.csv'))",,
JavaScript,DivisionByZero,"function processData() {
  return 73 / (5 - 5);
}",,
C++,UndeclaredIdentifier,"#include <iostream>
using namespace std;
int main() {
    for (int i = 0; i < limit; i++) {
        cout << i << endl;
    }
    return 0;
}",,
JavaScript,DivisionByZero,"let total = 14 / 0;
console.log(total);",,
Python,NameError,"class Dog:
    def bark(self):
        print(selff.name)",,
Python,WildcardImport,"from numpy import *
arr = array([1,2,3])",,
C,MissingDelimiter,"int main() {
    int x = 10
    return 0;
}","int main() {
    int x = 10;
    return 0;
}",2.0
Java,UndeclaredIdentifier,int result = c + 15;,"int c = 25;
int result = c + 74;",1.0
Python,UnmatchedBracket,"data = {23: 'status', 64: 'value'","data = {81: 'text', 69: 'beta'}",1.0
Java,DivisionByZero,"int revenue = 1000;
int employees = 0;
int rpe = revenue / employees;","int revenue = 1000;
int employees = 0;
int rpe = (employees > 0) ? revenue / employees : 0;",3.0
Python,UnusedVariable,"import os
limit = os.getcwd()
msg = os.listdir('.')
print(limit)",,
Python,UnusedVariable,"value = 'hello'
score = len(value)
price = score * 2
print(score)",,
JavaScript,UnreachableCode,"function fetchUser() {
  return;
  console.log('unreachable');
}",,
C,DivisionByZero,"float calculate() {
    int denominator = 0;
    return 76 / denominator;
}",,
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""result"" << endl;
    return 0;
}",,1.0
Java,InvalidAssignment,67 = num;,int val = 89;,1.0
Python,MutableDefault,"def render(items=[]):
    items.append('test')","def render(items=None):
    if items is None:
        items = []
    items.append('warning')",1.0
JavaScript,DivisionByZero,"let total = 96 / 0;
console.log(total);",,
C,MissingInclude,"int main() {
    char buf[100];
    sprintf(buf, ""%d"", 42);
    return 0;
}",,
Python,ImportError,"import uninstalled_lib
model = uninstalled_lib.Model()",,
Java,UnmatchedBracket,"if (length > 4 {
}","if (length > 92) {
}",1.0
C++,TypeMismatch,string a = 78;,int a = 94;,1.0
Python,UnusedVariable,"numbers = [1, 2, 3]
score = max(numbers)
age = min(numbers)
print(age)",,
JavaScript,UndeclaredIdentifier,console.log(undefined_var);,,
Java,TypeMismatch,"String size = ""100"";
for (int i = 0; i < size; i++) { }","int size = 100;
for (int i = 0; i < size; i++) { }",2.0
JavaScript,DivisionByZero,"function renderView() {
  return 50 / (5 - 5);
}",,
JavaScript,UnmatchedBracket,"if (item > 5) {
  id = 10;
} else {
",,
Python,InfiniteLoop,"while 82 > 0:
    print(width)","width = 10
while width > 0:
    width -= 1",1.0
C,DivisionByZero,float speed = 4.0f / 0;,float speed = 81.0f / 56;,1.0
Python,MissingImport,"path = Path('/home/user/docs')
print(path.exists())",,
Python,UnusedVariable,"class Temp:
    def __init__(self):
        self.height = 10
        self.score = 'temp'
    def show(self):
        print(self.height)",,
C++,MissingInclude,"cout << ""phi"" << endl;","#include <iostream>
using namespace std;
cout << ""beta"" << endl;",1.0
JavaScript,UndeclaredIdentifier,calculateTotal(index); // index is not defined,,
Java,TypeMismatch,boolean flag = 73;,,
Python,UnreachableCode,"def execute():
    raise Exception()
    return 86","def execute():
    return 69",1.0
C,UnusedVariable,"int main() {
    int a = 5;
    int b = 10;
    int c = 15;
    printf(""%d\n"", a + b);
    return 0;
}",,
JavaScript,DivisionByZero,"let result = 94 / 0;
console.log(result);",,
C,DuplicateDefinition,"int load() { return 61; }
int process() { return 65; }",int render() { return 60; },1.0
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""status"" << endl;
    return 0;
}",,1.0
Python,UnclosedString,"val = ""data","total = ""data""",1.0
Python,MissingDelimiter,"if x > 5
    print('Greater')","if x > 5:
    print('Greater')",1.0
JavaScript,NoError,"const item = 75;
console.log(item);",,
C,MissingDelimiter,int speed = 56,int speed = 50;,1.0
Python,TypeMismatch,"quantity = input('Qty: ')
total = quantity * 100","quantity = int(input('Qty: '))
total = quantity * 100",2.0
JavaScript,NoError,"const total = 16;
console.log(total);",,
Python,NoError,greeting = f'Hello {name}',greeting = f'Hello {name}',
C,UndeclaredIdentifier,"printf(""%d"", val);","int val = 20;
printf(""%d"", val);",1.0
JavaScript,DuplicateDefinition,"const name = 'test';
const name = 'test2';",,
C++,InvalidAssignment,49 = value;,int n = 53;,1.0
C++,MissingDelimiter,"try {
    throw 10
} catch (int e) { }","try {
    throw 10;
} catch (int e) { }",2.0
Python,TypeMismatch,result = 'status' * 'info',result = 'body' * 93,1.0
Python,UnreachableCode,"def compute():
    raise Exception()
    return 39","def compute():
    return 41",1.0
C++,DivisionByZero,int volume = 65 / 0;,int volume = 64 / 92;,1.0
Java,NoError,"int a = 95;
System.out.println(count);",,1.0
Java,DivisionByZero,"float sum = 500.0f;
float items = 0.0f;
float mean = sum / items;","float sum = 500.0f;
float items = 0.0f;
float mean = (items > 0) ? sum / items : 0;",3.0
JavaScript,UndeclaredIdentifier,init(name); // name is not defined,,
JavaScript,NoError,"function calculateTotal(data) {
  return data * 2;
}",,
Python,UndeclaredIdentifier,amount.append(81),"amount = []
amount.append(79)",1.0
C,DuplicateDefinition,"int calc() { return 20; }
int compute() { return 42; }",int display() { return 73; },1.0
JavaScript,DivisionByZero,"function updateState() {
  return 54 / (5 - 5);
}",,
JavaScript,NoError,"const name = 72;
console.log(name);",,
C,MissingInclude,"printf(""debug"");","#include <stdio.h>
printf(""status"");",1.0
C++,DivisionByZero,int radius = 83 / 0;,int radius = 24 / 88;,1.0
Python,UnmatchedBracket,result = ((62 + 62) * 27,result = ((76 + 21) * 83),1.0
Python,DuplicateDefinition,"def display():
    return 58
def display():
    return 22","def display():
    return 33",1.0
Python,UnreachableCode,"def render():
    return
    data = 25","def render():
    data = 12
    return",1.0
JavaScript,UnmatchedBracket,"if (data > 5) {
  name = 10;
} else {
",,
Python,InfiniteLoop,"for i in iter(int, 1):
    pass","for i in range(16):
    pass",1.0
Python,InvalidAssignment,'phi' = price,idx = 'name',1.0
Python,NoError,"coordinates = (10, 20)","coordinates = (10, 20)",
C,InvalidAssignment,1 = rate;,int temp = 6;,1.0
Java,UnmatchedBracket,"int[] arr = {26, 34;","int[] arr = {91, 63};",1.0
C++,NoError,"#include <iostream>
using namespace std;
int main() {
    cout << ""hello"" << endl;
    return 0;
}",,1.0
JavaScript,InfiniteLoop,"while (!done) {
    process();
    // forget to update
}",,
JavaScript,NoError,"const data = 14;
console.log(data);",,
C++,MissingInclude,"cout << ""title"" << endl;","#include <iostream>
using namespace std;
cout << ""sigma"" << endl;",1.0
Python,DuplicateDefinition,"class User:
    def __init__(self, name):
        self.name = name
    def __init__(self, name, age):
        self.name = name
        self.age = age",,
JavaScript,DivisionByZero,"let value = 19 / 0;
console.log(value);",,
Python,ImportError,"import numppy
arr = numppy.zeros(10)",,
C,UnusedVariable,"int idx = 89;
printf(""done"");","printf(""done"");",1.0
JavaScript,DivisionByZero,"function updateState() {
  return 19 / (5 - 5);
}",,
Python,NoError,"add = lambda a, b: a + b","add = lambda a, b: a + b",
C++,UndeclaredIdentifier,cout << idx << endl;,"int idx = 62;
cout << idx << endl;",1.0
Python,UnmatchedBracket,result = ((29 + 34) * 11,result = ((55 + 81) * 31),1.0
Java,DivisionByZero,"int correct = 20;
int total = 0;
int accuracy = correct / total;","int correct = 20;
int total = 0;
int accuracy = (total > 0) ? correct / total : 0;",3.0
JavaScript,NoError,"const index = 26;
console.log(index);",,
C++,DivisionByZero,"double x = 99.0;
double y = 0.0;
double z = x / y;","double x = 99.0;
double y = 0.0;
double z = (y != 0) ? x / y : 0;",3.0
Python,WildcardImport,"from urllib.parse import *
encoded = urlencode({'key': 'value'})",,
Java,InvalidAssignment,73 = radius;,int area = 1;,1.0
Java,MissingDelimiter,int distance = 99,int distance = 27;,1.0
Python,NameError,"user = Usr('Alice', 30)",,
Python,ImportError,import functools2,import functools,1.0
C++,TypeMismatch,"enum Status {OK, ERROR};
string msg = OK;","enum Status {OK, ERROR};
int msg = OK;",2.0
C,DuplicateDefinition,"int fetch() { return 5; }
int analyze() { return 88; }",int display() { return 14; },1.0
C,TypeMismatch,"int z = ""output"";","const char* z = ""warning"";",1.0
Java,DivisionByZero,int data = 10 % 0;,int data = 83 % 55;,1.0
C,DivisionByZero,"int pop = 5000;
int area = 0;
int dens = pop / area;","int pop = 5000;
int area = 0;
int dens = (area > 0) ? pop / area : 0;",3.0
JavaScript,DuplicateDefinition,"let item = 10;
let item = 20;",,
JavaScript,TypeMismatch,"function renderView(x) { return x; }
renderView({} + []);",,
C,TypeMismatch,"int limit = ""result"";","const char* limit = ""delta"";",1.0
Java,TypeMismatch,boolean temp = 64;,int temp = 33;,1.0
Python,UnreachableCode,"while True:
    break
    print('error')","while True:
    print('body')
    break",1.0
Java,InvalidAssignment,"int age = ""debug"";","String count = ""result"";",1.0
C,MissingInclude,"printf(""warning"");","#include <stdio.h>
printf(""text"");",1.0
JavaScript,InvalidAssignment,"const id = 5;
id = 10;",,
JavaScript,TypeMismatch,"let data = 'string';
let res = data * 5;",,
